CURRENCY1,MONTHS1,CURRENCY2,MONTHS2,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
EUR,12,EUR,24,0.9260560568411175,0.9246124800256124,0.9245376985368753,0.9322216404206867,0.9357813582560341,0.9341320944860781,0.9330231343155969,0.934769112496189,0.9294496308500354,0.9297563799390822,0.9239644855815958,0.9274121119378514,0.9227945954064649,0.9247907449620779,0.9210342329308282,0.9287827876120753,0.9257919213124086,0.9361250229833494,0.9317852902151,0.9305368485655815,0.93207926825439,0.9406403160809461,0.9366776934196296,0.9356721422102916,0.935359510721152,0.9297998958113056,0.9335087497835839,0.9305514267574034,0.9275811127196364,0.929061138594507
EUR,12,EUR,60,0.7204571675730749,0.713863200938629,0.7148797372963543,0.7324449385444766,0.741936167064819,0.7489256443312836,0.7547720670094792,0.7492618508185076,0.7311363948874839,0.7320386320311582,0.7334630629631902,0.7390628729254453,0.7276734623691503,0.7248910761605347,0.7308823173682407,0.7363859001664279,0.7420388880974522,0.7642290149737389,0.7433436747542885,0.750563782853066,0.7561203810939114,0.7529443372374208,0.7616827743072153,0.7541740525222674,0.7554267302107378,0.7318157155516035,0.730284425457055,0.7275253819784497,0.7195258553740224,0.7167632783480575
EUR,12,EUR,120,0.5526879565377523,0.5344041252998989,0.5464020587880731,0.5572211222498296,0.5764082252285816,0.5793995840478434,0.5867095144229798,0.5823101648371403,0.5409244833667691,0.5475353848284811,0.5655048205513103,0.5805450361771634,0.5531987255492434,0.5508569921819673,0.5568775038171377,0.5586155176590636,0.5646529126348712,0.5948146159888457,0.5672308028275932,0.5753446782608247,0.5731082452956989,0.5887282755834815,0.6040557174105873,0.6095426568856624,0.6089276327656883,0.5936877499019955,0.5815571627125599,0.5733703702337445,0.5649092104092883,0.5545571710367299
EUR,12,EUR,240,0.4422492465101509,0.41042833035246606,0.43046320006839944,0.43531914302793384,0.46750153212534407,0.4657564139821612,0.47208999904189536,0.4568797371381666,0.41324093858075306,0.41749385530302646,0.4466634816295352,0.4770944308699086,0.45345122741876476,0.4564296871919747,0.459025454849744,0.4709640934015743,0.483623040151063,0.5163812500303079,0.48317080310400573,0.48892983322007727,0.47640207865533796,0.4933673723155116,0.5070053941804246,0.5216583899868869,0.5260137519769271,0.5184797562606895,0.49659318927390883,0.47359905270549124,0.4567037677201493,0.44577539199015803
EUR,12,GBP,12,0.6274603134977411,0.6296990246607996,0.6153221069617568,0.6323396936115029,0.6675007612402747,0.6648867384820091,0.6716706701123271,0.6497890553619243,0.6419573497202515,0.633514264630488,0.6395024234819489,0.6532763649188921,0.6616965376217604,0.6944389727677047,0.7071998845011535,0.7106640862861395,0.7068201152359888,0.7046520548083047,0.7080264123292855,0.7153633220907272,0.704613560747563,0.718406706387766,0.7069213982789322,0.682750628984072,0.6731597793509403,0.6688056805293687,0.672120426682149,0.6764643715073687,0.6587887681740993,0.6434271500158546
EUR,12,GBP,24,0.6109560400054347,0.6079094181683509,0.5953278155296928,0.6211010834609639,0.6513474505492639,0.6505315570397241,0.6536426207219793,0.6322238310690593,0.6203412193956408,0.603369134475482,0.5940000140485162,0.6033030257688459,0.6069638501706035,0.6333151072380456,0.6475055735149361,0.6539766367060537,0.6528459248801736,0.6673961605091957,0.661331722731999,0.65959250226947,0.6567321585193692,0.6689009023073628,0.6626328035672143,0.6397712306376253,0.6414549369144644,0.6363060471779753,0.6398495412882355,0.6469202984122532,0.6341790625814823,0.6161500542976014
EUR,12,GBP,60,0.5630836459423315,0.5421009405913522,0.5490185867656548,0.5775048270784126,0.5973360817283382,0.6001787886444702,0.5912191586133652,0.5667836350916128,0.5515399619996283,0.5216295152125895,0.5225536571515353,0.5343001434086244,0.5280438868771207,0.5359648549061263,0.5500724006017379,0.5375907485555376,0.5424591945138844,0.5737691891699187,0.573590630013263,0.5795260104926668,0.5897881516886445,0.6074615610067546,0.5956385583345158,0.5790191901132512,0.5779504695704868,0.5746567742813554,0.5671926373614788,0.5812578455936891,0.5745397614573341,0.5618529701327825
EUR,12,GBP,120,0.4877454308647777,0.44508730160765403,0.46792210294513376,0.49882195731171247,0.5148709343830522,0.5170744816118084,0.4997802854207395,0.4668983976431729,0.44933676726061395,0.41177555617857414,0.4268666505428154,0.4403311835241196,0.4244310966553788,0.44011108951087813,0.4446400913630811,0.42056615010657367,0.4325460398461835,0.4679297197366399,0.46902433724912207,0.4710185529077309,0.4871554895119167,0.5116235121758386,0.50279927025618,0.5019615366968185,0.49586487924190203,0.49806414272913213,0.4820965863112283,0.49800679603822595,0.49155647840635674,0.48326151872968964
EUR,12,GBP,240,0.3999506244057994,0.35384813670641657,0.3912708589737646,0.42299240334691157,0.4305579051921219,0.420222837386843,0.404128247310746,0.3501583891302169,0.3277860675681509,0.28680326863222827,0.30136157495694066,0.3079439408896256,0.30608140385410826,0.33774585990752665,0.3397041499547883,0.3111069326164626,0.3414587666700412,0.3792752410162568,0.3741534079788807,0.36622935379530375,0.38780207470683625,0.42075951640947673,0.41820354114295816,0.428261185744514,0.4270098629394605,0.42260707400981995,0.40167251615961597,0.40854102063251774,0.39580882392924294,0.3835002517440125
EUR,12,GBP-EUR,0,-0.03361509172949428,-0.04080878440012197,-0.011782096974574571,-0.006560328963673533,-0.017385741534210068,-0.01618280423692847,-0.017260329028854247,-0.006309149147015332,-0.022331741947451852,0.004852144971013513,0.0026615774503527803,0.026142599412303093,0.043331093187562404,0.05536655079345711,0.04571647231979904,0.07261377507619392,0.09416667804465202,0.10122098187051254,0.11153880909965788,0.12919739509737882,0.1258290665011477,0.1402153534552035,0.15436130804747777,0.11988443910582369,0.07730205506291835,0.028333035636894138,0.035406907970688725,0.018778048072606867,-0.02334856463944762,-0.024708555508538253
